,date,season,year,month,holiday,day_of_the_week,workingday,weather,temp,feel_temp,humidity,wind_speed,casual,registered,count_rental
408,2012-02-13,Spring,2012,Februari,0,Senin,Holiday,Clear,9.1225,9.344433,41.125,0.167283,94,3328,3422
409,2012-02-14,Spring,2012,Februari,0,Selasa,Holiday,Cloudy_Misty,13.085847,13.691786,50.875,0.141179,135,3787,3922
410,2012-02-15,Spring,2012,Februari,0,Rabu,Holiday,Clear,14.281653,14.416789000000001,53.125,0.1816,141,4028,4169
411,2012-02-16,Spring,2012,Februari,0,Kamis,Holiday,Cloudy_Misty,12.983346999999998,13.536642,75.29169999999999,0.091425,74,2931,3005
412,2012-02-17,Spring,2012,Februari,0,Jumat,Holiday,Clear,14.076653,14.416789000000001,63.4583,0.205846,349,3805,4154
413,2012-02-18,Spring,2012,Februari,0,Sabtu,Workday,Clear,14.213347,14.572424999999999,53.4583,0.190929,1435,2883,4318
414,2012-02-19,Spring,2012,Februari,0,Minggu,Workday,Cloudy_Misty,11.48,10.897308,51.5833,0.253112,618,2071,2689
415,2012-02-20,Spring,2012,Februari,1,Senin,Workday,Clear,11.48,11.209031,50.7826,0.229083,502,2627,3129
416,2012-02-21,Spring,2012,Februari,0,Selasa,Holiday,Clear,11.800866000000001,12.099633,59.434799999999996,0.205717,163,3614,3777
417,2012-02-22,Spring,2012,Februari,0,Rabu,Holiday,Clear,16.229153,16.099346999999998,56.7917,0.234471,394,4379,4773
418,2012-02-23,Spring,2012,Februari,0,Kamis,Holiday,Clear,18.620846999999998,18.222286,55.45830000000001,0.190913,516,4546,5062
419,2012-02-24,Spring,2012,Februari,0,Jumat,Holiday,Cloudy_Misty,16.7075,16.849811,73.75,0.237567,246,3241,3487
420,2012-02-25,Spring,2012,Februari,0,Sabtu,Workday,Clear,11.924153,10.482674999999999,39.5833,0.421642,317,2415,2732
421,2012-02-26,Spring,2012,Februari,0,Minggu,Workday,Clear,11.445847,11.000627999999999,41.0,0.205229,515,2874,3389
422,2012-02-27,Spring,2012,Februari,0,Senin,Holiday,Clear,15.033347000000001,14.676114,49.0833,0.268033,253,4069,4322
423,2012-02-28,Spring,2012,Februari,0,Selasa,Holiday,Clear,14.725847,14.494525,39.5833,0.193417,229,4134,4363
424,2012-02-29,Spring,2012,Februari,0,Rabu,Holiday,Cloudy_Misty,14.118267999999999,14.28727,80.4783,0.179117,65,1769,1834
425,2012-03-01,Spring,2012,Maret,0,Kamis,Holiday,Clear,19.919153,19.490211,61.5417,0.226987,325,4665,4990
426,2012-03-02,Spring,2012,Maret,0,Jumat,Holiday,Cloudy_Misty,14.486653,14.753522,65.7083,0.144904,246,2948,3194
427,2012-03-03,Spring,2012,Maret,0,Sabtu,Workday,Cloudy_Misty,16.980847,16.953172000000002,62.125,0.161079,956,3110,4066
428,2012-03-04,Spring,2012,Maret,0,Minggu,Workday,Clear,13.359153,12.423860999999999,40.3333,0.334571,710,2713,3423
429,2012-03-05,Spring,2012,Maret,0,Senin,Holiday,Clear,9.976652999999999,9.888011,50.625,0.228858,203,3130,3333
430,2012-03-06,Spring,2012,Maret,0,Selasa,Holiday,Clear,10.591652999999999,10.456722,45.6667,0.200875,221,3735,3956
431,2012-03-07,Spring,2012,Maret,0,Rabu,Holiday,Clear,16.570847,15.7891,51.3333,0.345779,432,4484,4916
432,2012-03-08,Spring,2012,Maret,0,Kamis,Holiday,Clear,21.627499999999998,21.508764,56.75,0.441563,486,4896,5382
433,2012-03-09,Spring,2012,Maret,0,Jumat,Holiday,Cloudy_Misty,16.844153,16.280403,40.708299999999994,0.4148,447,4122,4569
434,2012-03-10,Spring,2012,Maret,0,Sabtu,Workday,Clear,11.7875,11.388447,35.0417,0.22575,968,3150,4118
435,2012-03-11,Spring,2012,Maret,0,Minggu,Workday,Clear,14.831299,14.74647,47.6957,0.222587,1658,3253,4911
436,2012-03-12,Spring,2012,Maret,0,Senin,Holiday,Clear,19.133347,18.843272,48.9167,0.207713,838,4460,5298
437,2012-03-13,Spring,2012,Maret,0,Selasa,Holiday,Clear,23.165,22.260089,61.75000000000001,0.23695,762,5085,5847
438,2012-03-14,Spring,2012,Maret,0,Rabu,Holiday,Clear,23.4725,22.493297000000002,50.708299999999994,0.115062,997,5315,6312
439,2012-03-15,Spring,2012,Maret,0,Kamis,Holiday,Clear,22.857499999999998,21.845825,57.958299999999994,0.149883,1005,5187,6192
440,2012-03-16,Spring,2012,Maret,0,Jumat,Holiday,Cloudy_Misty,17.869153,17.885389,84.20830000000001,0.113192,548,3830,4378
441,2012-03-17,Spring,2012,Maret,0,Sabtu,Workday,Cloudy_Misty,21.080847000000002,20.706886,75.5833,0.110704,3155,4681,7836
442,2012-03-18,Spring,2012,Maret,0,Minggu,Workday,Cloudy_Misty,19.3725,19.024,81.0,0.126883,2207,3685,5892
443,2012-03-19,Spring,2012,Maret,0,Senin,Holiday,Clear,22.345000000000002,21.845661,72.875,0.162317,982,5171,6153
444,2012-03-20,Spring,2012,Maret,0,Selasa,Holiday,Clear,22.994153,22.079853,80.7917,0.121271,1051,5042,6093
445,2012-03-21,Summer,2012,Maret,0,Rabu,Holiday,Cloudy_Misty,21.798347,21.043578,82.125,0.0895583,1122,5108,6230
446,2012-03-22,Summer,2012,Maret,0,Kamis,Holiday,Clear,22.720847,21.794247000000002,83.125,0.117562,1334,5537,6871
447,2012-03-23,Summer,2012,Maret,0,Jumat,Holiday,Cloudy_Misty,24.668346999999997,23.372747,69.41669999999999,0.1163,2469,5893,8362
448,2012-03-24,Summer,2012,Maret,0,Sabtu,Workday,Cloudy_Misty,20.6025,19.956053,88.5417,0.192783,1033,2339,3372
449,2012-03-25,Summer,2012,Maret,0,Minggu,Workday,Cloudy_Misty,17.9375,17.937008,88.0833,0.220775,1532,3464,4996
450,2012-03-26,Summer,2012,Maret,0,Senin,Holiday,Clear,18.279153,17.98875,47.7917,0.386821,795,4763,5558
451,2012-03-27,Summer,2012,Maret,0,Selasa,Holiday,Clear,13.256653,12.941813999999999,28.999999999999996,0.187192,531,4571,5102
452,2012-03-28,Summer,2012,Maret,0,Rabu,Holiday,Clear,19.850847,19.30895,48.125,0.291671,674,5024,5698
453,2012-03-29,Summer,2012,Maret,0,Kamis,Holiday,Clear,20.260847000000002,19.774464000000002,43.9167,0.31965,834,5299,6133
454,2012-03-30,Summer,2012,Maret,0,Jumat,Holiday,Cloudy_Misty,15.17,15.400461,58.0833,0.138067,796,4663,5459
455,2012-03-31,Summer,2012,Maret,0,Sabtu,Workday,Cloudy_Misty,17.390847,17.290028,73.83330000000001,0.250617,2301,3934,6235
456,2012-04-01,Summer,2012,April,0,Minggu,Workday,Cloudy_Misty,17.459153,17.108767,67.625,0.172267,2347,3694,6041
457,2012-04-02,Summer,2012,April,0,Senin,Holiday,Clear,17.790433,17.528033,50.4348,0.312139,1208,4728,5936
458,2012-04-03,Summer,2012,April,0,Selasa,Holiday,Clear,19.133347,18.920803,39.6667,0.100133,1348,5424,6772
459,2012-04-04,Summer,2012,April,0,Rabu,Holiday,Clear,22.208347,21.87145,46.958299999999994,0.180975,1058,5378,6436
460,2012-04-05,Summer,2012,April,0,Kamis,Holiday,Clear,17.835,17.677683000000002,37.416700000000006,0.219529,1192,5265,6457
461,2012-04-06,Summer,2012,April,0,Jumat,Holiday,Clear,16.536653,16.021447,37.7083,0.300388,1807,4653,6460
462,2012-04-07,Summer,2012,April,0,Sabtu,Workday,Clear,17.9375,17.471289,25.4167,0.274871,3252,3605,6857
463,2012-04-08,Summer,2012,April,0,Minggu,Workday,Clear,20.5,20.189425,27.5833,0.232596,2230,2939,5169
464,2012-04-09,Summer,2012,April,0,Senin,Holiday,Clear,20.055847,19.542158,31.75,0.358196,905,4680,5585
465,2012-04-10,Summer,2012,April,0,Selasa,Holiday,Clear,18.313347,17.885552999999998,43.5,0.249375,819,5099,5918
466,2012-04-11,Summer,2012,April,0,Rabu,Holiday,Clear,14.296536,13.828234,46.9565,0.295274,482,4380,4862
467,2012-04-12,Summer,2012,April,0,Kamis,Holiday,Clear,16.2975,15.891764,46.625,0.290429,663,4746,5409
468,2012-04-13,Summer,2012,April,0,Jumat,Holiday,Clear,18.142500000000002,17.704128,40.8333,0.155471,1252,5146,6398
469,2012-04-14,Summer,2012,April,0,Sabtu,Workday,Clear,20.294999999999998,20.007836,50.29169999999999,0.190917,2795,4665,7460
470,2012-04-15,Summer,2012,April,0,Minggu,Workday,Clear,24.873347,23.528875,50.79169999999999,0.225129,2846,4286,7132
471,2012-04-16,Summer,2012,April,1,Senin,Workday,Clear,27.230846999999997,25.211925,56.166700000000006,0.284829,1198,5172,6370
472,2012-04-17,Summer,2012,April,0,Selasa,Holiday,Clear,24.941653000000002,24.537967,39.0417,0.273629,989,5702,6691
473,2012-04-18,Summer,2012,April,0,Rabu,Holiday,Cloudy_Misty,18.996653,18.738558,56.9167,0.167912,347,4020,4367
474,2012-04-19,Summer,2012,April,0,Kamis,Holiday,Clear,20.431653,20.214886,61.25000000000001,0.0659292,846,5719,6565
475,2012-04-20,Summer,2012,April,0,Jumat,Holiday,Clear,21.593347,21.146774999999998,69.4583,0.149871,1340,5950,7290
476,2012-04-21,Summer,2012,April,0,Sabtu,Workday,Clear,23.369999999999997,22.259761,68.2917,0.283587,2541,4083,6624
477,2012-04-22,Summer,2012,April,0,Minggu,Workday,Light_rain_snow,16.263347,15.969664,83.54169999999999,0.344546,120,907,1027
478,2012-04-23,Summer,2012,April,0,Senin,Holiday,Cloudy_Misty,13.188346999999998,12.346124999999999,76.66669999999999,0.303496,195,3019,3214
479,2012-04-24,Summer,2012,April,0,Selasa,Holiday,Clear,16.946653,16.616603,45.4167,0.249383,518,5115,5633
480,2012-04-25,Summer,2012,April,0,Rabu,Holiday,Clear,19.543347,19.282996999999998,42.7917,0.118792,655,5541,6196
481,2012-04-26,Summer,2012,April,0,Kamis,Holiday,Cloudy_Misty,20.431653,19.826902999999998,75.66669999999999,0.176625,475,4551,5026
482,2012-04-27,Summer,2012,April,0,Jumat,Holiday,Clear,18.7575,18.558117,40.0833,0.347633,1014,5219,6233
483,2012-04-28,Summer,2012,April,0,Sabtu,Workday,Cloudy_Misty,15.443347,15.477664,48.9583,0.129975,1120,3100,4220
484,2012-04-29,Summer,2012,April,0,Minggu,Workday,Clear,18.791653,18.454961,58.7083,0.116908,2229,4075,6304
485,2012-04-30,Summer,2012,April,0,Senin,Holiday,Cloudy_Misty,19.030847,18.765536,56.99999999999999,0.171638,665,4907,5572
486,2012-05-01,Summer,2012,Mei,0,Selasa,Holiday,Cloudy_Misty,25.146653,23.657861,65.95830000000001,0.156096,653,5087,5740
487,2012-05-02,Summer,2012,Mei,0,Rabu,Holiday,Clear,23.130847,22.053736,79.7083,0.138058,667,5502,6169
488,2012-05-03,Summer,2012,Mei,0,Kamis,Holiday,Cloudy_Misty,22.96,22.026922,76.83330000000001,0.133696,764,5657,6421
489,2012-05-04,Summer,2012,Mei,0,Jumat,Holiday,Clear,25.7275,24.227597,73.54169999999999,0.162938,1069,5227,6296
490,2012-05-05,Summer,2012,Mei,0,Sabtu,Workday,Cloudy_Misty,25.488346999999997,23.968928000000002,75.66669999999999,0.152992,2496,4387,6883
491,2012-05-06,Summer,2012,Mei,0,Minggu,Workday,Cloudy_Misty,23.0625,22.416217,74.0,0.149879,2135,4224,6359
492,2012-05-07,Summer,2012,Mei,0,Senin,Holiday,Cloudy_Misty,22.037499999999998,21.612822,66.41669999999999,0.230721,1008,5265,6273
493,2012-05-08,Summer,2012,Mei,0,Selasa,Holiday,Cloudy_Misty,23.848347,22.856311,68.58330000000001,0.296029,738,4990,5728
494,2012-05-09,Summer,2012,Mei,0,Rabu,Holiday,Cloudy_Misty,23.575,22.674025,74.4167,0.216412,620,4097,4717
495,2012-05-10,Summer,2012,Mei,0,Kamis,Holiday,Clear,20.739152999999998,20.163103,55.2083,0.314063,1026,5546,6572
496,2012-05-11,Summer,2012,Mei,0,Jumat,Holiday,Clear,21.866653,21.354153,36.0417,0.236937,1319,5711,7030
497,2012-05-12,Summer,2012,Mei,0,Sabtu,Workday,Clear,23.130847,22.337497,48.0417,0.123133,2622,4807,7429
498,2012-05-13,Summer,2012,Mei,0,Minggu,Workday,Clear,25.1125,23.994758,57.62500000000001,0.225117,2172,3946,6118
499,2012-05-14,Summer,2012,Mei,0,Senin,Holiday,Cloudy_Misty,23.506653,22.545900000000003,78.95830000000001,0.212692,342,2501,2843
500,2012-05-15,Summer,2012,Mei,0,Selasa,Holiday,Cloudy_Misty,25.078346999999997,23.632564000000002,79.45830000000001,0.147392,625,4490,5115
501,2012-05-16,Summer,2012,Mei,0,Rabu,Holiday,Clear,26.103347,24.434975,69.7917,0.122512,991,6433,7424
502,2012-05-17,Summer,2012,Mei,0,Kamis,Holiday,Clear,24.326653,23.477133000000002,52.0,0.229475,1242,6142,7384
503,2012-05-18,Summer,2012,Mei,0,Jumat,Holiday,Clear,23.130847,22.595961,52.33330000000001,0.136817,1521,6118,7639
504,2012-05-19,Summer,2012,Mei,0,Sabtu,Workday,Clear,24.599999999999998,23.243228,45.625,0.083975,3410,4884,8294
505,2012-05-20,Summer,2012,Mei,0,Minggu,Workday,Clear,25.454152999999998,23.942647,53.041700000000006,0.254367,2704,4425,7129
506,2012-05-21,Summer,2012,Mei,0,Senin,Holiday,Cloudy_Misty,24.531653,23.192347,81.125,0.233204,630,3729,4359
507,2012-05-22,Summer,2012,Mei,0,Selasa,Holiday,Cloudy_Misty,25.215,23.813825,76.5833,0.118167,819,5254,6073
508,2012-05-23,Summer,2012,Mei,0,Rabu,Holiday,Cloudy_Misty,25.488346999999997,23.969092,77.45830000000001,0.102,766,4494,5260
509,2012-05-24,Summer,2012,Mei,0,Kamis,Holiday,Clear,26.855,24.8747,71.6667,0.172896,1059,5711,6770
510,2012-05-25,Summer,2012,Mei,0,Jumat,Holiday,Clear,27.880000000000003,25.728689,74.70830000000001,0.14055,1417,5317,6734
511,2012-05-26,Summer,2012,Mei,0,Sabtu,Workday,Clear,28.392500000000002,26.350536,73.25,0.198992,2855,3681,6536
512,2012-05-27,Summer,2012,Mei,0,Minggu,Workday,Clear,28.29,26.298425,69.7083,0.215171,3283,3308,6591
513,2012-05-28,Summer,2012,Mei,1,Senin,Workday,Clear,29.212500000000002,27.851300000000002,67.625,0.196521,2557,3486,6043
514,2012-05-29,Summer,2012,Mei,0,Selasa,Holiday,Clear,29.622500000000002,27.592672,68.45830000000001,0.2954,880,4863,5743
515,2012-05-30,Summer,2012,Mei,0,Rabu,Holiday,Cloudy_Misty,26.923347,25.056289,67.0,0.134329,745,6110,6855
516,2012-05-31,Summer,2012,Mei,0,Kamis,Holiday,Clear,27.880000000000003,25.884489000000002,49.2917,0.195279,1100,6238,7338
517,2012-06-01,Summer,2012,Juni,0,Jumat,Holiday,Cloudy_Misty,26.820847,24.926442,75.5417,0.237563,533,3594,4127
518,2012-06-02,Summer,2012,Juni,0,Sabtu,Workday,Clear,23.916653,23.217808,54.9167,0.186562,2795,5325,8120
519,2012-06-03,Summer,2012,Juni,0,Minggu,Workday,Clear,24.7025,23.580453,49.3333,0.184087,2494,5147,7641
520,2012-06-04,Summer,2012,Juni,0,Senin,Holiday,Clear,24.497500000000002,23.709603,48.7083,0.284833,1071,5927,6998
521,2012-06-05,Summer,2012,Juni,0,Selasa,Holiday,Cloudy_Misty,22.174153,21.561572,61.3333,0.209575,968,6033,7001
522,2012-06-06,Summer,2012,Juni,0,Rabu,Holiday,Clear,22.720847,22.233972,61.12499999999999,0.077125,1027,6028,7055
523,2012-06-07,Summer,2012,Juni,0,Kamis,Holiday,Clear,24.7025,23.347122,56.7083,0.15735,1038,6456,7494
524,2012-06-08,Summer,2012,Juni,0,Jumat,Holiday,Clear,26.615847000000002,24.512342,46.791700000000006,0.175383,1488,6248,7736
525,2012-06-09,Summer,2012,Juni,0,Sabtu,Workday,Clear,29.144153000000003,26.583047,43.7083,0.144287,2708,4790,7498
526,2012-06-10,Summer,2012,Juni,0,Minggu,Workday,Clear,29.793346999999997,27.204197,53.833299999999994,0.133721,2224,4374,6598
527,2012-06-11,Summer,2012,Juni,0,Senin,Holiday,Cloudy_Misty,29.554153,27.048561,58.791700000000006,0.207713,1017,5647,6664
528,2012-06-12,Summer,2012,Juni,0,Selasa,Holiday,Cloudy_Misty,26.786653,24.512875,83.3333,0.214546,477,4495,4972
529,2012-06-13,Summer,2012,Juni,0,Rabu,Holiday,Clear,26.889153,25.055797000000002,58.2083,0.343279,1173,6248,7421
530,2012-06-14,Summer,2012,Juni,0,Kamis,Holiday,Clear,26.581653000000003,25.599703,56.958299999999994,0.253733,1180,6183,7363
531,2012-06-15,Summer,2012,Juni,0,Jumat,Holiday,Clear,26.205847000000002,24.589914,58.958299999999994,0.176617,1563,6102,7665
532,2012-06-16,Summer,2012,Juni,0,Sabtu,Workday,Clear,25.898346999999998,24.383028,50.416700000000006,0.166667,2963,4739,7702
533,2012-06-17,Summer,2012,Juni,0,Minggu,Workday,Clear,24.2925,23.450975,59.875,0.144904,2634,4344,6978
534,2012-06-18,Summer,2012,Juni,0,Senin,Holiday,Cloudy_Misty,23.301652999999998,22.338522,77.79169999999999,0.174746,653,4446,5099
535,2012-06-19,Summer,2012,Juni,0,Selasa,Holiday,Clear,28.221653,26.842372,69.0,0.148017,968,5857,6825
536,2012-06-20,Summer,2012,Juni,0,Rabu,Holiday,Clear,32.082499999999996,29.559975,59.2083,0.113812,872,5339,6211
537,2012-06-21,Fall,2012,Juni,0,Kamis,Holiday,Clear,33.039153,30.854222,56.7917,0.118787,778,5127,5905
538,2012-06-22,Fall,2012,Juni,0,Jumat,Holiday,Clear,31.877499999999998,29.688961,57.375,0.182842,964,4859,5823
539,2012-06-23,Fall,2012,Juni,0,Sabtu,Workday,Clear,29.998347,26.764472,53.4583,0.179721,2657,4801,7458
540,2012-06-24,Fall,2012,Juni,0,Minggu,Workday,Clear,30.476653000000002,27.644414,47.9167,0.145525,2551,4340,6891
541,2012-06-25,Fall,2012,Juni,0,Senin,Holiday,Clear,29.349153,26.815722,50.416700000000006,0.300383,1139,5640,6779
542,2012-06-26,Fall,2012,Juni,0,Selasa,Holiday,Clear,25.864152999999998,24.382864,37.3333,0.347642,1077,6365,7442
543,2012-06-27,Fall,2012,Juni,0,Rabu,Holiday,Clear,28.5975,26.272472,36.0,0.271775,1077,6258,7335
544,2012-06-28,Fall,2012,Juni,0,Kamis,Holiday,Clear,30.715847,27.695992,42.25,0.17165,921,5958,6879
545,2012-06-29,Fall,2012,Juni,0,Jumat,Holiday,Clear,34.200847,32.251133,48.875,0.165417,829,4634,5463
546,2012-06-30,Fall,2012,Juni,0,Sabtu,Workday,Clear,31.365000000000002,28.187828,60.12499999999999,0.161071,1455,4232,5687
547,2012-07-01,Fall,2012,Juli,0,Minggu,Workday,Clear,33.449153,30.775789,51.87500000000001,0.168529,1421,4110,5531
548,2012-07-02,Fall,2012,Juli,0,Senin,Holiday,Clear,32.048347,28.783558000000003,44.7083,0.195267,904,5323,6227
549,2012-07-03,Fall,2012,Juli,0,Selasa,Holiday,Clear,32.014153,28.80865,49.2083,0.126237,1052,5608,6660
550,2012-07-04,Fall,2012,Juli,1,Rabu,Workday,Clear,32.355847,30.025817,53.87499999999999,0.13495,2562,4841,7403
551,2012-07-05,Fall,2012,Juli,0,Kamis,Holiday,Clear,33.9275,31.216047,45.7917,0.194029,1405,4836,6241
552,2012-07-06,Fall,2012,Juli,0,Jumat,Holiday,Clear,33.961653,30.853853,45.0833,0.146142,1366,4841,6207
553,2012-07-07,Fall,2012,Juli,0,Sabtu,Workday,Clear,35.328347,33.001433,49.2083,0.163554,1448,3392,4840
554,2012-07-08,Fall,2012,Juli,0,Minggu,Workday,Clear,33.722500000000004,32.406236,57.375,0.125629,1203,3469,4672
555,2012-07-09,Fall,2012,Juli,0,Senin,Holiday,Cloudy_Misty,29.144153000000003,26.816214000000002,68.3333,0.180975,998,5571,6569
556,2012-07-10,Fall,2012,Juli,0,Selasa,Holiday,Cloudy_Misty,29.554153,27.256636000000004,66.75,0.151737,954,5336,6290
557,2012-07-11,Fall,2012,Juli,0,Rabu,Holiday,Clear,29.383347,26.661111000000002,63.3333,0.151733,975,6289,7264
558,2012-07-12,Fall,2012,Juli,0,Kamis,Holiday,Clear,29.349153,26.842003000000002,52.9583,0.146775,1032,6414,7446
559,2012-07-13,Fall,2012,Juli,0,Jumat,Holiday,Cloudy_Misty,29.998347,27.385253,48.5833,0.08085,1511,5988,7499
560,2012-07-14,Fall,2012,Juli,0,Sabtu,Workday,Cloudy_Misty,28.836653,27.307722000000002,69.91669999999999,0.143679,2355,4614,6969
561,2012-07-15,Fall,2012,Juli,0,Minggu,Workday,Clear,30.579152999999998,28.913036,71.7917,0.166667,1920,4111,6031
562,2012-07-16,Fall,2012,Juli,0,Senin,Holiday,Clear,31.296653000000003,29.689125,64.5,0.164187,1088,5742,6830
563,2012-07-17,Fall,2012,Juli,0,Selasa,Holiday,Clear,33.551653,30.983003,50.583299999999994,0.114429,921,5865,6786
564,2012-07-18,Fall,2012,Juli,0,Rabu,Holiday,Clear,32.526652999999996,30.568903,57.7083,0.137442,799,4914,5713
565,2012-07-19,Fall,2012,Juli,0,Kamis,Holiday,Clear,31.57,29.300322,60.0417,0.165429,888,5703,6591
566,2012-07-20,Fall,2012,Juli,0,Jumat,Holiday,Cloudy_Misty,27.299153,25.134025,84.4167,0.208967,747,5123,5870
567,2012-07-21,Fall,2012,Juli,0,Sabtu,Workday,Light_rain_snow,24.429153,22.546391999999997,86.5417,0.2133,1264,3195,4459
568,2012-07-22,Fall,2012,Juli,0,Minggu,Workday,Cloudy_Misty,27.3675,25.548125000000002,76.25,0.0939208,2544,4866,7410
569,2012-07-23,Fall,2012,Juli,0,Senin,Holiday,Clear,30.408347,28.290696999999998,69.41669999999999,0.138683,1135,5831,6966
570,2012-07-24,Fall,2012,Juli,0,Selasa,Holiday,Clear,30.784153,28.96445,65.5,0.211454,1140,6452,7592
571,2012-07-25,Fall,2012,Juli,0,Rabu,Holiday,Clear,29.690847,26.816214000000002,45.0,0.1648,1383,6790,8173
572,2012-07-26,Fall,2012,Juli,0,Kamis,Holiday,Clear,31.843347,30.309783,59.66669999999999,0.284813,1036,5825,6861
573,2012-07-27,Fall,2012,Juli,0,Jumat,Holiday,Clear,32.048347,30.102897,59.458299999999994,0.152992,1259,5645,6904
574,2012-07-28,Fall,2012,Juli,0,Sabtu,Workday,Clear,30.989152999999998,28.601764,61.3333,0.15735,2234,4451,6685
575,2012-07-29,Fall,2012,Juli,0,Minggu,Workday,Clear,29.588347,27.385253,62.375,0.170396,2153,4444,6597
576,2012-07-30,Fall,2012,Juli,0,Senin,Holiday,Clear,29.964153,28.084467,66.875,0.153617,1040,6065,7105
577,2012-07-31,Fall,2012,Juli,0,Selasa,Holiday,Clear,29.246653,27.178736,70.41669999999999,0.165425,968,6248,7216
578,2012-08-01,Fall,2012,Agustus,0,Rabu,Holiday,Clear,29.4175,27.359628,67.75,0.141179,1074,6506,7580
579,2012-08-02,Fall,2012,Agustus,0,Kamis,Holiday,Clear,30.8525,28.990608,65.95830000000001,0.129354,983,6278,7261
580,2012-08-03,Fall,2012,Agustus,0,Jumat,Holiday,Cloudy_Misty,31.399153,29.637547,64.25,0.215792,1328,5847,7175
581,2012-08-04,Fall,2012,Agustus,0,Sabtu,Workday,Clear,32.526652999999996,30.801947000000002,61.3333,0.257458,2345,4479,6824
582,2012-08-05,Fall,2012,Agustus,0,Minggu,Workday,Clear,31.535847,29.974239,65.25,0.290421,1707,3757,5464
583,2012-08-06,Fall,2012,Agustus,0,Senin,Holiday,Cloudy_Misty,30.8525,29.120086,65.4167,0.129354,1233,5780,7013
584,2012-08-07,Fall,2012,Agustus,0,Selasa,Holiday,Cloudy_Misty,30.169152999999998,28.602461,70.375,0.116908,1278,5995,7273
585,2012-08-08,Fall,2012,Agustus,0,Rabu,Holiday,Cloudy_Misty,30.75,29.016397,67.29169999999999,0.1107,1263,6271,7534
586,2012-08-09,Fall,2012,Agustus,0,Kamis,Holiday,Clear,30.989152999999998,28.679828,62.0417,0.1561,1196,6090,7286
587,2012-08-10,Fall,2012,Agustus,0,Jumat,Holiday,Cloudy_Misty,29.349153,27.385622,71.58330000000001,0.238813,1065,4721,5786
588,2012-08-11,Fall,2012,Agustus,0,Sabtu,Workday,Cloudy_Misty,28.392500000000002,26.168947000000003,73.2917,0.206479,2247,4052,6299
589,2012-08-12,Fall,2012,Agustus,0,Minggu,Workday,Clear,28.734153000000003,26.427739,53.041700000000006,0.122512,2182,4362,6544
590,2012-08-13,Fall,2012,Agustus,0,Senin,Holiday,Clear,29.554153,27.152414,54.541700000000006,0.136212,1207,5676,6883
591,2012-08-14,Fall,2012,Agustus,0,Selasa,Holiday,Clear,29.793346999999997,27.747939000000002,68.6667,0.169158,1128,5656,6784
592,2012-08-15,Fall,2012,Agustus,0,Rabu,Holiday,Clear,28.973347,26.815517,61.9583,0.169771,1198,6149,7347
593,2012-08-16,Fall,2012,Agustus,0,Kamis,Holiday,Clear,29.485847,26.842208000000003,51.916700000000006,0.141796,1338,6267,7605
594,2012-08-17,Fall,2012,Agustus,0,Jumat,Holiday,Clear,29.656653,9.9384,57.0833,0.231354,1483,5665,7148
595,2012-08-18,Fall,2012,Agustus,0,Sabtu,Workday,Clear,27.811653,25.340911000000002,60.3333,0.177867,2827,5038,7865
596,2012-08-19,Fall,2012,Agustus,0,Minggu,Workday,Cloudy_Misty,26.069153,24.745714000000003,71.1667,0.08645,1208,3341,4549
597,2012-08-20,Fall,2012,Agustus,0,Senin,Holiday,Cloudy_Misty,26.069153,24.434647000000002,73.4167,0.129979,1026,5504,6530
598,2012-08-21,Fall,2012,Agustus,0,Selasa,Holiday,Clear,26.615847000000002,24.642025,67.375,0.0727708,1081,5925,7006
599,2012-08-22,Fall,2012,Agustus,0,Rabu,Holiday,Clear,27.3675,25.496014000000002,67.7083,0.0702833,1094,6281,7375
600,2012-08-23,Fall,2012,Agustus,0,Kamis,Holiday,Clear,28.529153,26.117328,63.5833,0.0845958,1363,6402,7765
601,2012-08-24,Fall,2012,Agustus,0,Jumat,Holiday,Cloudy_Misty,28.802500000000002,26.531100000000002,61.5,0.0721458,1325,6257,7582
602,2012-08-25,Fall,2012,Agustus,0,Sabtu,Workday,Cloudy_Misty,27.128347,25.366536,71.2917,0.244408,1829,4224,6053
603,2012-08-26,Fall,2012,Agustus,0,Minggu,Workday,Cloudy_Misty,26.786653,24.435836,84.5833,0.228858,1483,3772,5255
604,2012-08-27,Fall,2012,Agustus,0,Senin,Holiday,Clear,28.836653,26.842208000000003,73.04169999999999,0.128733,989,5928,6917
605,2012-08-28,Fall,2012,Agustus,0,Selasa,Holiday,Clear,29.861653,27.30805,62.0,0.190925,935,6105,7040
606,2012-08-29,Fall,2012,Agustus,0,Rabu,Holiday,Clear,28.085,26.065053,55.2083,0.112562,1177,6520,7697
607,2012-08-30,Fall,2012,Agustus,0,Kamis,Holiday,Clear,28.973347,26.763939,59.0417,0.0771167,1172,6541,7713
608,2012-08-31,Fall,2012,Agustus,0,Jumat,Holiday,Clear,31.330847000000002,28.2654,58.75,0.168533,1433,5917,7350
609,2012-09-01,Fall,2012,September,0,Sabtu,Workday,Cloudy_Misty,30.886653000000003,28.808814,63.8333,0.113187,2352,3788,6140
610,2012-09-02,Fall,2012,September,0,Minggu,Workday,Cloudy_Misty,28.563347,26.609,81.5,0.0640708,2613,3197,5810
611,2012-09-03,Fall,2012,September,1,Senin,Workday,Clear,29.0075,27.126789000000002,79.0833,0.151121,1965,4069,6034
